                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    313,                0.18422,                0.13388,                0.76097,                0.54243,                 0.3055,                 0.3266,                0.27732,                0.72543,                 2.3569,                0.82232,              0.0038422,              0.0038422,              0.0038422
                    314,                0.18657,                0.12731,                0.76043,                0.57963,                0.27248,                 0.3291,                0.27974,                0.72117,                 2.3595,                0.82182,              0.0038224,              0.0038224,              0.0038224
                    315,                0.18379,                0.12565,                 0.7608,                0.19482,                0.50517,                0.33017,                0.28018,                0.72726,                 2.3947,                0.82372,              0.0038026,              0.0038026,              0.0038026
                    316,                0.18624,                0.12775,                0.76188,                0.58825,                0.27693,                0.32293,                0.27541,                0.72625,                 2.4181,                0.82277,              0.0037828,              0.0037828,              0.0037828
                    317,                0.18468,                0.12844,                0.76195,                0.48256,                0.29251,                0.32418,                0.27308,                0.72507,                   2.39,                0.82258,               0.003763,               0.003763,               0.003763
                    318,                0.18569,                0.12836,                0.76027,                0.41077,                0.32507,                0.32417,                0.27636,                0.72412,                 2.3657,                0.82096,              0.0037432,              0.0037432,              0.0037432
                    319,                0.18568,                0.12894,                0.76146,                0.55303,                0.27503,                0.32027,                0.27057,                0.72711,                 2.3819,                0.82111,              0.0037234,              0.0037234,              0.0037234
                    320,                0.18664,                0.12645,                0.76102,                0.18725,                0.50298,                0.32666,                0.27826,                0.72983,                 2.3901,                0.82134,              0.0037036,              0.0037036,              0.0037036
                    321,                0.18689,                0.12499,                0.76077,                0.20455,                0.50744,                0.33604,                0.28476,                0.72591,                  2.398,                0.82256,              0.0036838,              0.0036838,              0.0036838
                    322,                0.18438,                0.12538,                0.76082,                0.19759,                0.51244,                0.33595,                0.28532,                0.72797,                 2.3748,                0.82213,               0.003664,               0.003664,               0.003664
                    323,                0.18535,                0.12442,                0.75955,                0.23825,                0.45665,                0.32976,                0.27842,                0.72613,                 2.3645,                0.82159,              0.0036442,              0.0036442,              0.0036442
                    324,                0.18471,                0.13379,                0.76111,                0.19988,                0.49867,                0.33279,                0.28316,                0.72985,                  2.387,                0.82236,              0.0036244,              0.0036244,              0.0036244
                    325,                0.18179,                0.12917,                0.76144,                0.20519,                0.51302,                0.34128,                0.29079,                0.72934,                  2.348,                0.82229,              0.0036046,              0.0036046,              0.0036046
                    326,                0.18208,                0.12689,                0.76108,                0.20184,                0.50842,                0.33585,                0.28619,                0.73075,                 2.3619,                0.82274,              0.0035848,              0.0035848,              0.0035848
                    327,                 0.1836,                0.12244,                0.75964,                0.19434,                0.50164,                0.32966,                0.28153,                0.72854,                 2.3834,                0.82315,               0.003565,               0.003565,               0.003565
                    328,                0.18229,                0.12896,                0.76041,                0.19972,                0.50588,                0.33657,                0.28682,                0.73505,                 2.3986,                0.82335,              0.0035452,              0.0035452,              0.0035452
                    329,                0.18354,                0.13265,                0.76084,                 0.3406,                0.39611,                0.32896,                0.27862,                0.72558,                 2.3761,                0.82207,              0.0035254,              0.0035254,              0.0035254
                    330,                0.18316,                0.12637,                0.76106,                0.33863,                0.47677,                 0.3173,                0.27034,                0.72287,                 2.3369,                0.81999,              0.0035056,              0.0035056,              0.0035056
                    331,                0.18181,                0.12525,                0.76175,                  0.365,                 0.4074,                0.32274,                0.27388,                0.72463,                 2.3509,                  0.821,              0.0034858,              0.0034858,              0.0034858
                    332,                0.18101,                0.12427,                0.76057,                0.18926,                  0.498,                0.32235,                0.27313,                0.72268,                 2.3771,                0.82335,               0.003466,               0.003466,               0.003466
                    333,                0.18412,                0.11925,                0.76003,                0.19859,                0.48693,                0.32183,                0.27264,                0.72792,                 2.4008,                0.82453,              0.0034462,              0.0034462,              0.0034462
                    334,                0.18246,                 0.1255,                0.76073,                0.19907,                0.49304,                0.32795,                0.28002,                0.72841,                 2.4032,                0.82379,              0.0034264,              0.0034264,              0.0034264
                    335,                0.18179,                0.12389,                0.76059,                0.45576,                0.32236,                 0.3193,                0.27457,                0.72604,                 2.3959,                0.82238,              0.0034066,              0.0034066,              0.0034066
                    336,                0.18102,                0.12571,                0.76033,                0.51303,                0.30253,                0.31668,                0.27049,                0.72636,                 2.3857,                0.82198,              0.0033868,              0.0033868,              0.0033868
                    337,                0.18423,                0.12927,                0.75825,                0.46522,                0.32783,                0.32724,                 0.2801,                0.72381,                 2.3771,                0.82124,               0.003367,               0.003367,               0.003367
                    338,                0.17962,                0.12604,                0.76035,                0.20011,                0.49814,                 0.3336,                0.28426,                0.72008,                 2.3634,                  0.821,              0.0033472,              0.0033472,              0.0033472
                    339,                0.18318,                0.12319,                0.76124,                0.19126,                0.48194,                0.31957,                 0.2705,                0.71963,                 2.4002,                0.82081,              0.0033274,              0.0033274,              0.0033274
                    340,                0.18084,                0.12327,                0.76252,                0.20101,                0.49644,                 0.3302,                0.28038,                0.72044,                 2.4036,                0.82113,              0.0033076,              0.0033076,              0.0033076
                    341,                0.18052,                0.12539,                0.75982,                0.19995,                0.49568,                0.32951,                0.28329,                0.71889,                 2.3853,                0.82254,              0.0032878,              0.0032878,              0.0032878
                    342,                0.18278,                0.12087,                0.75982,                0.19343,                0.50489,                  0.325,                0.27714,                0.72258,                 2.3613,                0.82237,               0.003268,               0.003268,               0.003268
                    343,                0.18175,                0.12147,                0.76078,                  0.212,                0.50435,                0.33716,                0.28767,                0.72058,                 2.3813,                0.82293,              0.0032482,              0.0032482,              0.0032482
                    344,                0.17873,                0.12218,                0.75965,                0.19389,                 0.4902,                0.33194,                0.28266,                0.72439,                 2.3817,                0.82174,              0.0032284,              0.0032284,              0.0032284
                    345,                0.18042,                0.12205,                0.75967,                0.19397,                0.48723,                0.33145,                0.28207,                0.72915,                 2.3862,                0.82318,              0.0032086,              0.0032086,              0.0032086
                    346,                0.18082,                 0.1219,                0.75864,                0.28056,                0.43389,                0.32825,                 0.2775,                0.72928,                 2.4018,                0.82319,              0.0031888,              0.0031888,              0.0031888
                    347,                0.17949,                0.12156,                0.75925,                0.19471,                0.49315,                0.31935,                0.27103,                0.73033,                  2.434,                0.82391,               0.003169,               0.003169,               0.003169
                    348,                0.18117,                 0.1222,                0.75949,                0.19942,                0.48031,                0.32592,                0.27779,                0.72887,                 2.4374,                0.82267,              0.0031492,              0.0031492,              0.0031492
                    349,                0.18516,                0.12454,                0.75898,                0.19542,                0.47245,                0.31418,                0.26923,                 0.7259,                 2.4274,                0.82258,              0.0031294,              0.0031294,              0.0031294
                    350,                0.17876,                0.12192,                0.75957,                0.18668,                0.46848,                0.31536,                0.26859,                0.72696,                 2.4296,                0.82241,              0.0031096,              0.0031096,              0.0031096
                    351,                0.17675,                0.11829,                0.75892,                0.19604,                0.49177,                0.31747,                0.27113,                0.72644,                 2.4057,                0.82225,              0.0030898,              0.0030898,              0.0030898
                    352,                0.17925,                0.12219,                0.76067,                0.20398,                0.48455,                0.32019,                0.27469,                0.72696,                  2.419,                0.82121,                0.00307,                0.00307,                0.00307
                    353,                0.17892,                0.12255,                0.75832,                 0.2202,                0.49689,                0.33396,                0.28642,                0.72236,                 2.4508,                0.82154,              0.0030502,              0.0030502,              0.0030502
                    354,                0.17721,                0.11812,                0.75944,                0.21212,                0.50045,                0.33304,                0.28269,                0.72121,                 2.4631,                 0.8216,              0.0030304,              0.0030304,              0.0030304
                    355,                0.17975,                0.11712,                0.75992,                0.21199,                0.49835,                0.32843,                0.27813,                0.72492,                 2.4399,                0.82294,              0.0030106,              0.0030106,              0.0030106
                    356,                 0.1786,                 0.1207,                0.75966,                0.19835,                0.50078,                0.32874,                0.27925,                0.72975,                   2.42,                0.82168,              0.0029908,              0.0029908,              0.0029908
                    357,                0.17935,                0.12339,                0.76018,                0.20119,                 0.5058,                0.33615,                0.28616,                0.72762,                 2.4219,                0.82089,               0.002971,               0.002971,               0.002971
                    358,                0.17797,                0.12458,                0.75789,                0.21214,                0.49437,                 0.3319,                0.28174,                0.72499,                 2.4239,                0.82154,              0.0029512,              0.0029512,              0.0029512
                    359,                0.18061,                0.12387,                0.75973,                0.20955,                0.50045,                0.33127,                0.28258,                0.71827,                 2.4109,                0.82029,              0.0029314,              0.0029314,              0.0029314
                    360,                 0.1799,                0.11528,                0.76119,                0.20679,                0.50001,                0.33466,                0.28444,                0.72135,                 2.4032,                0.82056,              0.0029116,              0.0029116,              0.0029116
                    361,                0.17523,                0.11533,                0.76115,                0.21049,                0.48754,                0.33454,                 0.2844,                0.71949,                  2.431,                0.82061,              0.0028918,              0.0028918,              0.0028918
                    362,                0.18028,                0.11903,                0.75981,                0.21564,                0.50791,                 0.3367,                0.28508,                0.72049,                 2.4074,                0.82143,               0.002872,               0.002872,               0.002872
                    363,                0.17789,                0.11735,                0.76033,                0.21543,                0.50902,                0.33536,                 0.2847,                0.72192,                 2.4138,                0.82111,              0.0028522,              0.0028522,              0.0028522
                    364,                 0.1808,                0.11613,                0.75959,                0.19935,                0.48345,                 0.3278,                0.27926,                0.72579,                 2.4216,                0.82105,              0.0028324,              0.0028324,              0.0028324
                    365,                0.17837,                 0.1192,                0.75916,                0.20256,                0.48849,                0.32523,                0.27713,                 0.7291,                 2.4231,                0.82136,              0.0028126,              0.0028126,              0.0028126
                    366,                0.18041,                0.12035,                0.75971,                0.20732,                0.49292,                0.32722,                0.27823,                0.72925,                 2.4193,                0.82182,              0.0027928,              0.0027928,              0.0027928
                    367,                0.17826,                0.12318,                 0.7579,                0.21746,                 0.4883,                0.33689,                0.28721,                0.72759,                 2.4451,                0.82186,               0.002773,               0.002773,               0.002773
                    368,                0.17722,                0.11921,                0.75961,                0.22094,                0.50086,                0.34153,                0.29182,                0.72997,                 2.4183,                0.82171,              0.0027532,              0.0027532,              0.0027532
                    369,                0.17652,                0.12155,                0.75934,                0.21439,                0.50485,                0.33338,                0.28534,                0.73059,                 2.4163,                0.82216,              0.0027334,              0.0027334,              0.0027334
                    370,                0.17572,                0.12287,                0.75863,                0.21142,                0.49294,                 0.3309,                0.28299,                0.72351,                 2.4102,                0.82138,              0.0027136,              0.0027136,              0.0027136
                    371,                0.17651,                0.12243,                0.76025,                0.21182,                 0.4871,                0.32849,                0.27929,                0.72634,                 2.4224,                0.82279,              0.0026938,              0.0026938,              0.0026938
                    372,                0.17908,                0.12144,                0.75947,                 0.2105,                 0.4921,                0.33284,                0.28481,                0.73102,                 2.4321,                0.82327,               0.002674,               0.002674,               0.002674
                    373,                0.17512,                0.11749,                0.76033,                0.20676,                0.48864,                0.33103,                0.28367,                0.73487,                 2.4211,                 0.8234,              0.0026542,              0.0026542,              0.0026542
                    374,                0.17863,                0.11831,                0.75839,                0.20474,                0.50192,                0.32906,                0.28091,                 0.7281,                 2.3966,                 0.8223,              0.0026344,              0.0026344,              0.0026344
                    375,                0.17482,                0.12035,                0.76081,                 0.2073,                0.50121,                0.32879,                0.28087,                0.72516,                 2.3999,                0.82197,              0.0026146,              0.0026146,              0.0026146
                    376,                0.17514,                0.11652,                0.76091,                0.20515,                 0.5011,                0.32659,                 0.2784,                0.72304,                  2.425,                0.82048,              0.0025948,              0.0025948,              0.0025948
                    377,                0.18043,                0.11728,                0.75939,                0.21623,                0.49798,                0.33838,                0.28789,                0.72516,                 2.4318,                0.82058,               0.002575,               0.002575,               0.002575
                    378,                0.17871,                0.11721,                0.75945,                0.20925,                0.50113,                0.33376,                0.28681,                0.72269,                  2.407,                0.82148,              0.0025552,              0.0025552,              0.0025552
                    379,                0.17829,                0.12013,                0.75967,                0.21549,                0.50363,                0.33542,                0.28636,                0.72367,                 2.4062,                0.82234,              0.0025354,              0.0025354,              0.0025354
                    380,                0.17624,                0.12198,                0.75852,                0.20255,                 0.4913,                0.32735,                0.27906,                0.72907,                 2.4029,                0.82332,              0.0025156,              0.0025156,              0.0025156
                    381,                0.17534,                0.11817,                0.75883,                0.20008,                 0.4888,                0.32481,                0.27706,                0.72954,                 2.3992,                0.82243,              0.0024958,              0.0024958,              0.0024958
                    382,                0.17803,                0.11672,                0.75964,                0.21633,                0.50088,                0.33196,                0.28265,                0.72746,                 2.4026,                0.82339,               0.002476,               0.002476,               0.002476
                    383,                0.17487,                0.11836,                0.75833,                0.21749,                0.49527,                0.33364,                0.28451,                0.72286,                 2.4221,                0.82221,              0.0024562,              0.0024562,              0.0024562
                    384,                0.17773,                0.12064,                0.75967,                0.20475,                0.47777,                0.32381,                0.27494,                0.72473,                 2.4566,                0.82278,              0.0024364,              0.0024364,              0.0024364
                    385,                0.17384,                 0.1174,                0.75923,                0.20254,                0.48216,                  0.322,                0.27363,                0.72187,                 2.4403,                0.82035,              0.0024166,              0.0024166,              0.0024166
                    386,                0.17397,                0.11826,                0.75977,                0.20116,                0.48145,                 0.3201,                0.27387,                 0.7225,                 2.4497,                0.82069,              0.0023968,              0.0023968,              0.0023968
                    387,                0.17478,                0.11624,                0.76048,                0.20434,                0.48927,                0.32102,                0.27512,                0.72658,                  2.425,                0.82191,               0.002377,               0.002377,               0.002377
                    388,                0.17698,                0.11401,                0.75856,                0.20326,                0.49407,                0.32717,                0.27741,                0.72593,                 2.4164,                0.82113,              0.0023572,              0.0023572,              0.0023572
                    389,                0.17458,                0.11686,                0.75747,                0.20686,                0.49082,                0.32551,                0.27658,                0.72935,                 2.4329,                0.82183,              0.0023374,              0.0023374,              0.0023374
                    390,                0.17629,                0.11176,                0.75796,                0.20355,                0.48298,                0.32249,                0.27623,                0.72496,                  2.428,                0.82271,              0.0023176,              0.0023176,              0.0023176
                    391,                0.17759,                0.12053,                 0.7594,                 0.2016,                0.48405,                0.32085,                0.27376,                0.72854,                 2.4359,                0.82273,              0.0022978,              0.0022978,              0.0022978
                    392,                0.17625,                0.11751,                0.76035,                0.20235,                0.48662,                0.32103,                0.27431,                0.72608,                  2.432,                0.82236,               0.002278,               0.002278,               0.002278
                    393,                0.17421,                0.11466,                0.75823,                0.19687,                0.48662,                0.32321,                0.27496,                0.72487,                 2.4128,                0.82232,              0.0022582,              0.0022582,              0.0022582
                    394,                0.17447,                0.11262,                 0.7598,                0.19584,                0.48191,                0.32303,                0.27394,                0.72818,                 2.4236,                0.82169,              0.0022384,              0.0022384,              0.0022384
                    395,                0.17373,                0.11635,                0.75893,                0.19564,                0.47569,                0.31919,                0.27036,                0.73189,                 2.4283,                0.82192,              0.0022186,              0.0022186,              0.0022186
                    396,                0.17306,                0.11517,                0.75913,                0.20252,                0.47868,                0.32382,                0.27478,                0.73096,                 2.4334,                0.82214,              0.0021988,              0.0021988,              0.0021988
                    397,                0.17628,                0.11569,                0.75898,                0.19722,                0.48016,                0.32104,                0.27178,                0.72547,                 2.4063,                0.82175,               0.002179,               0.002179,               0.002179
                    398,                0.17618,                0.11288,                0.75976,                0.20217,                0.48129,                0.32054,                0.27375,                0.72292,                 2.3961,                 0.8226,              0.0021592,              0.0021592,              0.0021592
                    399,                 0.1722,                0.11385,                0.75881,                0.21619,                0.48607,                0.33249,                0.28409,                0.72757,                 2.4265,                0.82326,              0.0021394,              0.0021394,              0.0021394
                    400,                0.17399,                0.11627,                0.75955,                0.20021,                0.47839,                0.32463,                0.27723,                0.72588,                 2.4213,                0.82367,              0.0021196,              0.0021196,              0.0021196
                    401,                0.17366,                0.11788,                0.75806,                0.20084,                0.47808,                0.32959,                0.28086,                0.72436,                 2.4402,                 0.8229,              0.0020998,              0.0020998,              0.0020998
                    402,                0.17466,                0.11374,                0.76049,                0.20579,                0.47694,                0.33137,                0.28224,                0.72454,                 2.4369,                0.82179,                0.00208,                0.00208,                0.00208
                    403,                0.17687,                0.11827,                0.75672,                 0.2106,                0.49206,                  0.335,                0.28601,                0.72638,                 2.4404,                0.82246,              0.0020602,              0.0020602,              0.0020602
                    404,                0.17414,                  0.114,                0.75939,                 0.2011,                0.47263,                0.32587,                0.27754,                 0.7261,                 2.4488,                0.82206,              0.0020404,              0.0020404,              0.0020404
                    405,                0.17292,                 0.1156,                0.75808,                0.20516,                0.48129,                0.32358,                0.27736,                0.72761,                 2.4406,                0.82244,              0.0020206,              0.0020206,              0.0020206
                    406,                0.17525,                0.11312,                0.75979,                0.20555,                0.48161,                0.32713,                0.28183,                0.72674,                 2.4485,                0.82245,              0.0020008,              0.0020008,              0.0020008
                    407,                0.17289,                0.11372,                0.75864,                0.20285,                0.48304,                0.33046,                0.28302,                0.72764,                 2.4619,                0.82239,               0.001981,               0.001981,               0.001981
                    408,                0.17454,                0.11236,                0.75911,                0.20854,                0.49254,                0.33402,                0.28466,                0.72482,                 2.4353,                0.82255,              0.0019612,              0.0019612,              0.0019612
                    409,                0.17324,                0.11184,                0.75849,                 0.2057,                0.48901,                 0.3283,                0.28064,                0.72474,                  2.445,                0.82251,              0.0019414,              0.0019414,              0.0019414
                    410,                0.17391,                0.11076,                0.75822,                0.20875,                0.48933,                0.32528,                0.27718,                0.72371,                 2.4413,                0.82202,              0.0019216,              0.0019216,              0.0019216
                    411,                0.17309,                 0.1147,                0.75894,                0.20746,                0.48168,                0.32759,                0.27801,                0.72506,                 2.4532,                0.82157,              0.0019018,              0.0019018,              0.0019018
                    412,                0.17433,                0.11125,                0.75802,                0.20892,                0.48605,                0.32823,                0.27772,                0.72446,                  2.452,                0.82149,               0.001882,               0.001882,               0.001882
                    413,                0.17482,                0.11396,                0.75839,                0.20523,                0.47915,                0.32307,                0.27588,                0.72299,                 2.4553,                0.82094,              0.0018622,              0.0018622,              0.0018622
                    414,                0.17262,                0.11287,                0.75718,                 0.2067,                0.48055,                0.32622,                0.27763,                0.72276,                 2.4634,                0.82168,              0.0018424,              0.0018424,              0.0018424
                    415,                 0.1728,                0.11363,                0.75967,                0.19998,                0.47376,                0.32491,                  0.275,                0.72747,                 2.4759,                 0.8233,              0.0018226,              0.0018226,              0.0018226
                    416,                0.17011,                0.11332,                 0.7591,                0.20488,                0.47669,                0.32625,                0.27644,                0.72789,                 2.4599,                0.82363,              0.0018028,              0.0018028,              0.0018028
                    417,                0.17251,                  0.113,                 0.7569,                0.20445,                0.47772,                0.32361,                0.27639,                0.73021,                 2.4595,                0.82372,               0.001783,               0.001783,               0.001783
                    418,                0.17155,                 0.1149,                 0.7584,                0.20361,                0.47819,                0.32339,                0.27557,                0.72995,                 2.4788,                0.82379,              0.0017632,              0.0017632,              0.0017632
                    419,                0.17369,                0.11505,                0.75941,                0.20264,                0.47413,                0.32143,                0.27397,                0.72559,                 2.4512,                0.82274,              0.0017434,              0.0017434,              0.0017434
                    420,                0.17077,                0.11557,                  0.758,                0.20171,                0.46984,                0.32237,                0.27403,                0.72816,                 2.4641,                0.82203,              0.0017236,              0.0017236,              0.0017236
                    421,                 0.1705,                0.11234,                0.75943,                0.20054,                0.46726,                0.31915,                0.27252,                0.72813,                 2.4796,                0.82118,              0.0017038,              0.0017038,              0.0017038
                    422,                0.17243,                0.11273,                 0.7592,                0.20853,                0.47911,                0.32665,                0.27927,                0.72823,                 2.5029,                0.82217,               0.001684,               0.001684,               0.001684
                    423,                0.17226,                 0.1139,                 0.7581,                0.20631,                0.47661,                0.32277,                0.27515,                0.72813,                 2.4921,                0.82248,              0.0016642,              0.0016642,              0.0016642
                    424,                0.17367,                0.11444,                 0.7578,                0.20869,                0.48574,                0.32285,                0.27385,                0.72664,                 2.4683,                0.82107,              0.0016444,              0.0016444,              0.0016444
                    425,                0.17355,                0.11165,                 0.7596,                0.20511,                0.47949,                0.32024,                0.27295,                0.72462,                 2.4557,                0.82046,              0.0016246,              0.0016246,              0.0016246
                    426,                0.17387,                0.11685,                0.75897,                0.20383,                0.47794,                0.32022,                0.27205,                0.72971,                 2.4534,                0.82154,              0.0016048,              0.0016048,              0.0016048
                    427,                0.16922,                0.11059,                0.75757,                0.20798,                0.47805,                0.32338,                0.27612,                0.72956,                  2.447,                0.82189,               0.001585,               0.001585,               0.001585
                    428,                0.17115,                0.11482,                0.75852,                0.20727,                0.47815,                 0.3161,                0.27017,                0.72955,                 2.4563,                0.82247,              0.0015652,              0.0015652,              0.0015652
                    429,                0.17187,                0.10964,                0.75768,                0.20496,                0.47315,                0.31607,                0.27077,                0.72729,                 2.4683,                0.82241,              0.0015454,              0.0015454,              0.0015454
                    430,                0.17289,                0.11479,                0.75868,                0.20721,                0.47672,                0.31728,                  0.271,                0.72949,                 2.4937,                0.82242,              0.0015256,              0.0015256,              0.0015256
                    431,                0.17256,                0.11173,                 0.7577,                0.20914,                0.48205,                0.32093,                0.27325,                 0.7277,                 2.4971,                0.82251,              0.0015058,              0.0015058,              0.0015058
                    432,                0.17268,                0.11335,                0.75805,                  0.207,                0.47452,                0.31652,                0.27042,                0.72861,                 2.4779,                0.82249,               0.001486,               0.001486,               0.001486
                    433,                0.17119,                0.11277,                0.75747,                0.20153,                0.47419,                0.31912,                0.27218,                0.72745,                 2.4642,                0.82306,              0.0014662,              0.0014662,              0.0014662
                    434,                0.17201,                0.11248,                0.76041,                0.20263,                0.48176,                0.32066,                0.27516,                0.72717,                 2.4649,                0.82319,              0.0014464,              0.0014464,              0.0014464
                    435,                0.17014,                0.11137,                0.75857,                0.20438,                0.47351,                0.31852,                0.27242,                0.72751,                 2.4837,                0.82286,              0.0014266,              0.0014266,              0.0014266
                    436,                0.16918,                0.11403,                 0.7575,                0.20497,                0.46554,                0.31867,                0.27196,                0.73286,                 2.4952,                0.82323,              0.0014068,              0.0014068,              0.0014068
                    437,                0.17284,                0.11279,                0.75871,                0.20412,                0.46701,                0.31546,                0.26936,                0.73214,                 2.4836,                0.82193,               0.001387,               0.001387,               0.001387
                    438,                0.17208,                0.11209,                0.75842,                0.20265,                0.47058,                0.31689,                0.27078,                0.73352,                 2.4769,                0.82182,              0.0013672,              0.0013672,              0.0013672
                    439,                 0.1722,                0.11064,                0.75881,                0.20595,                0.47558,                0.31777,                0.27065,                0.73138,                 2.4625,                0.82133,              0.0013474,              0.0013474,              0.0013474
                    440,                0.17287,                 0.1127,                0.75824,                0.20449,                 0.4738,                0.31873,                0.27195,                0.72969,                 2.4533,                0.82143,              0.0013276,              0.0013276,              0.0013276
                    441,                0.16813,                0.10762,                0.75906,                0.20414,                0.47558,                0.32306,                0.27533,                0.72561,                 2.4677,                0.82235,              0.0013078,              0.0013078,              0.0013078
                    442,                0.17295,                0.11128,                0.75766,                0.20256,                0.47237,                0.32356,                0.27534,                0.72572,                 2.4685,                0.82227,               0.001288,               0.001288,               0.001288
                    443,                0.17049,                0.11091,                0.75759,                 0.2035,                0.47219,                0.32399,                0.27648,                0.72871,                 2.4801,                0.82292,              0.0012682,              0.0012682,              0.0012682
                    444,                0.17133,                0.11027,                 0.7594,                0.20325,                0.47025,                0.32372,                  0.277,                0.72781,                 2.4825,                0.82214,              0.0012484,              0.0012484,              0.0012484
                    445,                0.17271,                0.11064,                0.75816,                  0.207,                0.47025,                 0.3242,                0.27725,                0.72882,                 2.4895,                0.82269,              0.0012286,              0.0012286,              0.0012286
                    446,                0.16987,                0.11093,                0.75773,                0.20846,                0.47172,                0.31958,                0.27349,                0.72585,                  2.488,                0.82173,              0.0012088,              0.0012088,              0.0012088
                    447,                0.17152,                0.11137,                0.75695,                0.20935,                0.47351,                0.32298,                0.27569,                  0.727,                 2.4677,                0.82156,               0.001189,               0.001189,               0.001189
                    448,                0.17294,                0.11423,                0.75754,                0.20807,                0.47482,                0.32308,                0.27749,                 0.7242,                 2.4553,                0.82151,              0.0011692,              0.0011692,              0.0011692
                    449,                0.16952,                0.11426,                0.75801,                0.20863,                0.47368,                 0.3241,                0.27703,                0.72572,                 2.4549,                0.82183,              0.0011494,              0.0011494,              0.0011494
                    450,                0.16925,                  0.114,                0.75822,                0.20742,                0.47351,                0.32453,                0.27747,                0.72825,                 2.4825,                0.82245,              0.0011296,              0.0011296,              0.0011296
                    451,                0.17063,                 0.1091,                0.75834,                 0.2099,                0.47558,                0.32445,                0.27691,                 0.7284,                 2.4981,                0.82204,              0.0011098,              0.0011098,              0.0011098
                    452,                0.17074,                0.11097,                0.75831,                0.21012,                0.47393,                0.32234,                0.27736,                0.72842,                 2.5182,                0.82238,                0.00109,                0.00109,                0.00109
                    453,                0.17194,                0.11286,                0.75833,                0.21065,                0.46923,                0.31975,                0.27503,                0.72758,                 2.5142,                0.82207,              0.0010702,              0.0010702,              0.0010702
                    454,                0.17336,                0.11464,                0.75712,                0.21322,                0.47054,                0.32241,                0.27683,                0.72579,                 2.5091,                0.82231,              0.0010504,              0.0010504,              0.0010504
                    455,                 0.1724,                0.11122,                0.75829,                0.20969,                0.46554,                0.31906,                0.27152,                0.72709,                  2.507,                0.82241,              0.0010306,              0.0010306,              0.0010306
                    456,                0.16737,                0.10986,                0.75722,                0.21117,                0.47411,                0.32289,                0.27589,                0.72714,                    2.5,                0.82237,              0.0010108,              0.0010108,              0.0010108
                    457,                0.17009,                0.10798,                 0.7584,                0.21135,                0.47737,                0.32419,                0.27631,                0.72639,                 2.4797,                 0.8227,               0.000991,               0.000991,               0.000991
                    458,                 0.1706,                0.11173,                0.75776,                0.20963,                0.47558,                0.32399,                0.27644,                0.72559,                 2.4671,                0.82234,              0.0009712,              0.0009712,              0.0009712
                    459,                0.17245,                 0.1107,                0.75812,                0.21088,                0.47705,                0.32335,                0.27561,                0.72564,                 2.4612,                0.82148,              0.0009514,              0.0009514,              0.0009514
                    460,                0.16875,                0.11144,                0.75711,                0.20945,                0.47449,                0.31856,                0.27187,                0.72819,                  2.479,                0.82221,              0.0009316,              0.0009316,              0.0009316
                    461,                0.16962,                0.11116,                0.75815,                0.20856,                0.47351,                0.32042,                0.27344,                0.72481,                 2.4843,                0.82215,              0.0009118,              0.0009118,              0.0009118
                    462,                0.17001,                0.11051,                0.75789,                0.21027,                0.47672,                0.32465,                0.27767,                0.72761,                 2.4943,                0.82297,               0.000892,               0.000892,               0.000892
                    463,                0.17277,                0.11213,                0.75887,                0.21113,                0.47819,                0.32175,                0.27497,                0.72794,                 2.4834,                0.82371,              0.0008722,              0.0008722,              0.0008722
                    464,                0.17117,                  0.112,                0.75692,                0.20959,                0.47315,                0.32146,                0.27487,                0.72889,                 2.4924,                 0.8237,              0.0008524,              0.0008524,              0.0008524
                    465,                0.17123,                0.11127,                0.75748,                0.21358,                0.47168,                0.31864,                0.27303,                 0.7299,                 2.5084,                0.82386,              0.0008326,              0.0008326,              0.0008326
                    466,                0.16889,                0.10874,                0.75743,                0.21629,                0.47168,                0.31936,                0.27354,                0.72802,                 2.5034,                0.82293,              0.0008128,              0.0008128,              0.0008128
                    467,                 0.1707,                0.10901,                0.75689,                0.21683,                0.47168,                0.32325,                0.27782,                0.72583,                 2.4997,                 0.8219,               0.000793,               0.000793,               0.000793
                    468,                0.17434,                0.11176,                0.75755,                0.21458,                0.47168,                0.31918,                0.27302,                0.72645,                 2.4931,                0.82171,              0.0007732,              0.0007732,              0.0007732
                    469,                0.17037,                0.11153,                 0.7571,                0.21526,                 0.4759,                0.31971,                 0.2723,                0.72605,                  2.491,                0.82131,              0.0007534,              0.0007534,              0.0007534
                    470,                0.16951,                0.11081,                0.75881,                0.21614,                0.47703,                0.32096,                0.27389,                0.72476,                 2.4844,                0.82162,              0.0007336,              0.0007336,              0.0007336
                    471,                0.16996,                0.11116,                 0.7574,                0.21471,                0.47703,                0.32167,                0.27549,                0.72411,                 2.4848,                0.82236,              0.0007138,              0.0007138,              0.0007138
                    472,                0.17093,                0.11036,                0.75696,                0.21376,                0.47525,                0.32187,                0.27607,                0.72435,                 2.4931,                0.82222,               0.000694,               0.000694,               0.000694
                    473,                0.17088,                0.11014,                0.75715,                0.21594,                0.47703,                 0.3212,                 0.2744,                0.72531,                 2.4886,                0.82205,              0.0006742,              0.0006742,              0.0006742
